userid	education	region	hhsz	age	income	child	race	country	domain	date	qty	price
14538858	99	4	2	6	5	0	1	0	amazon.com	20070101	1	6.95
14554971	99	3	3	5	1	1	1	0	amazon.com	20070101	1	5.99
14554971	99	3	3	5	1	1	1	0	amazon.com	20070101	1	12.21
14554971	99	3	3	5	1	1	1	0	amazon.com	20070101	1	10.78
14559596	99	4	2	10	5	1	1	0	barnesandnoble.com	20070101	1	7.18
14559596	99	4	2	10	5	1	1	0	barnesandnoble.com	20070101	1	7.18
14559596	99	4	2	10	5	1	1	0	barnesandnoble.com	20070101	1	4.5
14584723	99	1	4	10	7	1	1	0	amazon.com	20070101	1	8.99
14594414	1	3	3	8	7	1	1	0	barnesandnoble.com	20070101	1	22.03
14621501	99	1	2	6	3	0	1	0	barnesandnoble.com	20070101	1	5
14621501	99	1	2	6	3	0	1	0	barnesandnoble.com	20070101	1	2
14621501	99	1	2	6	3	0	1	0	barnesandnoble.com	20070101	1	19.95
14621501	99	1	2	6	3	0	1	0	barnesandnoble.com	20070101	1	15
14626094	99	2	2	9	2	0	1	0	amazon.com	20070101	1	5.99
14626094	99	2	2	9	2	0	1	0	amazon.com	20070101	1	5.99
14626094	99	2	2	9	2	0	1	0	amazon.com	20070101	1	5.99
14713089	99	3	4	7	7	1	1	0	amazon.com	20070101	1	4.89
14713089	99	3	4	7	7	1	1	0	amazon.com	20070101	1	2
14713089	99	3	4	7	7	1	1	0	amazon.com	20070101	1	44.99
14713089	99	3	4	7	7	1	1	0	amazon.com	20070101	1	93.99
14713089	99	3	4	7	7	1	1	0	amazon.com	20070101	1	37
14713089	99	3	4	7	7	1	1	0	amazon.com	20070101	1	5.79
14713089	99	3	4	7	7	1	1	0	amazon.com	20070101	1	58.99
14713089	99	3	4	7	7	1	1	0	amazon.com	20070101	1	8.15
14736058	99	4	3	9	7	1	1	1	amazon.com	20070101	1	10.85
14758017	1	1	2	8	7	0	1	0	amazon.com	20070101	1	17.25
14765573	99	4	2	8	2	0	1	0	amazon.com	20070101	1	6.25
14765573	99	4	2	8	2	0	1	0	amazon.com	20070101	1	2.25
14765573	99	4	2	8	2	0	1	0	amazon.com	20070101	1	6.99
14775815	2	3	3	9	1	1	1	0	amazon.com	20070101	1	40
14775815	2	3	3	9	1	1	1	0	amazon.com	20070101	1	46.98
14796973	99	1	2	3	3	0	1	0	barnesandnoble.com	20070101	1	2.98
14796973	99	1	2	3	3	0	1	0	barnesandnoble.com	20070101	1	5
14796973	99	1	2	3	3	0	1	0	barnesandnoble.com	20070101	1	7.35
14952817	99	4	3	11	3	1	1	0	amazon.com	20070101	1	3
14952817	99	4	3	11	3	1	1	0	amazon.com	20070101	1	9
14953899	4	3	3	2	6	1	1	0	amazon.com	20070101	1	78
14953899	4	3	3	2	6	1	1	0	amazon.com	20070101	1	43
14953899	4	3	3	2	6	1	1	0	amazon.com	20070101	1	80
14953899	4	3	3	2	6	1	1	0	amazon.com	20070101	1	30
15051798	99	1	3	6	6	1	1	1	amazon.com	20070101	1	0.63
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	1.71
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	2.63
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	2.64
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	2.7
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	3.19
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	6.99
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	4.99
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	3.99
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	2
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	4.85
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	2.81
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	1.95
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	4.7
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	1.98
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	2.93
15056263	99	4	2	8	1	0	1	0	amazon.com	20070101	1	2.5
15212674	99	3	2	11	1	0	1	0	amazon.com	20070101	1	4.16
15212674	99	3	2	11	1	0	1	0	amazon.com	20070101	1	4.24
15253225	99	4	3	5	7	1	1	0	amazon.com	20070101	1	7.99
15322794	99	4	5	4	1	1	1	0	barnesandnoble.com	20070101	1	11.65
15322794	99	4	5	4	1	1	1	0	barnesandnoble.com	20070101	1	5
15349991	4	1	4	5	3	1	1	0	amazon.com	20070101	1	29.95
15434531	99	1	5	7	4	0	1	0	amazon.com	20070101	1	1.78
15467685	1	4	6	7	6	1	1	0	barnesandnoble.com	20070101	1	17.5
15549058	4	2	3	3	5	1	1	0	amazon.com	20070101	1	12.21
15549058	4	2	3	3	5	1	1	0	amazon.com	20070101	1	13.17
15558047	99	2	3	10	5	1	1	0	amazon.com	20070101	1	26.6
15558047	99	2	3	10	5	1	1	0	amazon.com	20070101	1	21.26
15565426	99	3	3	10	5	1	1	0	barnesandnoble.com	20070101	1	5.95
15607347	4	3	2	7	7	1	1	0	amazon.com	20070101	1	4.47
15607347	4	3	2	7	7	1	1	0	amazon.com	20070101	1	13.25
6631403	5	3	1	10	3	0	1	1	amazon.com	20070102	1	16.5
6631403	5	3	1	10	3	0	1	1	amazon.com	20070102	1	15.62
6631403	5	3	1	10	3	0	1	1	amazon.com	20070102	1	16.29
6631403	5	3	1	10	3	0	1	1	amazon.com	20070102	1	16.29
6631403	5	3	1	10	3	0	1	1	amazon.com	20070102	1	17
10260094	99	3	3	7	5	1	1	0	amazon.com	20070102	1	24.95
10571927	99	3	5	9	5	1	1	0	amazon.com	20070102	1	12.37
10571927	99	3	5	9	5	1	1	0	amazon.com	20070102	1	22.95
10735179	99	1	2	9	6	1	1	0	amazon.com	20070102	1	15.58
10736888	99	2	4	6	4	1	1	1	barnesandnoble.com	20070102	1	10.95
11432820	99	2	3	9	2	1	2	1	barnesandnoble.com	20070102	1	3.9
11525895	2	1	4	7	5	1	1	0	amazon.com	20070102	1	2.07
11525895	2	1	4	7	5	1	1	0	amazon.com	20070102	1	0.54
11525895	2	1	4	7	5	1	1	0	amazon.com	20070102	1	5.94
12083644	4	4	6	7	7	1	1	0	barnesandnoble.com	20070102	1	14.04
12083644	4	4	6	7	7	1	1	0	barnesandnoble.com	20070102	1	17.53
12494194	99	4	4	4	5	1	1	0	amazon.com	20070102	1	3.99
12494194	99	4	4	4	5	1	1	0	amazon.com	20070102	1	10.4
12494194	99	4	4	4	5	1	1	0	amazon.com	20070102	1	11.66
12494194	99	4	4	4	5	1	1	0	amazon.com	20070102	1	9.6
12604125	99	3	5	9	5	1	1	0	amazon.com	20070102	1	6.44
12604125	99	3	5	9	5	1	1	0	amazon.com	20070102	1	6.31
12604125	99	3	5	9	5	1	1	0	amazon.com	20070102	1	24.95
12604125	99	3	5	9	5	1	1	0	amazon.com	20070102	1	4.99
12774277	99	4	2	6	7	0	1	1	amazon.com	20070102	1	16.47
12937722	99	4	4	10	6	1	1	0	amazon.com	20070102	1	11.89
12954474	99	1	4	8	6	1	1	0	barnesandnoble.com	20070102	1	2
12954474	99	1	4	8	6	1	1	0	barnesandnoble.com	20070102	1	6.49
12954474	99	1	4	8	6	1	1	0	barnesandnoble.com	20070102	1	5
12954474	99	1	4	8	6	1	1	0	barnesandnoble.com	20070102	1	2
12954474	99	1	4	8	6	1	1	0	barnesandnoble.com	20070102	1	7
12995365	99	2	2	9	5	1	1	0	barnesandnoble.com	20070102	1	7.21
12995365	99	2	2	9	5	1	1	0	barnesandnoble.com	20070102	1	5
12997968	99	4	2	7	7	1	1	0	barnesandnoble.com	20070102	1	9.31
13001870	99	2	2	7	4	0	1	1	amazon.com	20070102	1	11.53
13001870	99	2	2	7	4	0	1	1	amazon.com	20070102	1	13.45
13001870	99	2	2	7	4	0	1	1	amazon.com	20070102	1	13.57
13001870	99	2	2	7	4	0	1	1	amazon.com	20070102	1	12.74
13074231	99	3	3	11	5	1	1	0	amazon.com	20070102	1	10.5
13074231	99	3	3	11	5	1	1	0	barnesandnoble.com	20070102	1	83.55
13075355	99	3	6	4	4	1	1	0	barnesandnoble.com	20070102	1	10.17
13075355	99	3	6	4	4	1	1	0	barnesandnoble.com	20070102	1	7.19
13075355	99	3	6	4	4	1	1	0	barnesandnoble.com	20070102	1	7.19
13075355	99	3	6	4	4	1	1	0	barnesandnoble.com	20070102	1	6.29
13075355	99	3	6	4	4	1	1	0	barnesandnoble.com	20070102	1	17.96
13075355	99	3	6	4	4	1	1	0	barnesandnoble.com	20070102	1	5.39
13075355	99	3	6	4	4	1	1	0	barnesandnoble.com	20070102	1	7.19
13075355	99	3	6	4	4	1	1	0	barnesandnoble.com	20070102	1	4.49
13075355	99	3	6	4	4	1	1	0	barnesandnoble.com	20070102	1	4.49
13106187	2	3	5	7	7	1	1	1	barnesandnoble.com	20070102	1	2.6
13106187	2	3	5	7	7	1	1	1	barnesandnoble.com	20070102	1	4.37
13106187	2	3	5	7	7	1	1	1	barnesandnoble.com	20070102	1	62.95
13106187	2	3	5	7	7	1	1	1	barnesandnoble.com	20070102	1	13.6
13311956	99	3	1	6	4	0	1	0	amazon.com	20070102	1	9.99
13346861	99	4	3	3	5	1	1	0	amazon.com	20070102	1	3.8
13346861	99	4	3	3	5	1	1	0	amazon.com	20070102	1	3.8
13370111	99	3	4	8	7	1	1	0	amazon.com	20070102	1	10.17
13370111	99	3	4	8	7	1	1	0	amazon.com	20070102	1	17.95
13370111	99	3	4	8	7	1	1	0	amazon.com	20070102	1	11.16
13370111	99	3	4	8	7	1	1	0	amazon.com	20070102	1	10.17
13370111	99	3	4	8	7	1	1	0	amazon.com	20070102	1	15.95
13370111	99	3	4	8	7	1	1	0	amazon.com	20070102	1	17.95
13370111	99	3	4	8	7	1	1	0	amazon.com	20070102	1	11.16
13424056	4	2	4	8	5	1	1	0	amazon.com	20070102	1	8.76
13520856	2	2	2	3	1	0	1	0	barnesandnoble.com	20070102	1	12.95
13520856	2	2	2	3	1	0	1	0	barnesandnoble.com	20070102	1	12.95
13646398	99	1	4	9	3	1	1	0	amazon.com	20070102	1	44.99
13758129	99	3	4	11	5	1	1	0	barnesandnoble.com	20070102	1	19.43
13758129	99	3	4	11	5	1	1	0	barnesandnoble.com	20070102	1	20.42
13784980	1	2	4	11	1	1	1	0	amazon.com	20070102	1	20
13784980	1	2	4	11	1	1	1	0	amazon.com	20070102	1	12.35
13875239	2	1	1	5	6	0	1	1	amazon.com	20070102	1	13.49
13969107	99	2	2	11	4	1	1	0	barnesandnoble.com	20070102	1	13.45
13969107	99	2	2	11	4	1	1	0	barnesandnoble.com	20070102	1	13.45
14031569	99	1	2	4	7	0	1	0	amazon.com	20070102	1	14.2
14031569	99	1	2	4	7	0	1	0	amazon.com	20070102	1	16.5
14222141	99	3	2	10	1	1	1	0	amazon.com	20070102	1	54.95
14316905	99	4	2	8	7	0	1	1	amazon.com	20070102	1	11.39
14360997	99	3	3	10	7	1	1	0	amazon.com	20070102	1	12.74
14360997	99	3	3	10	7	1	1	0	amazon.com	20070102	1	14
14442116	99	1	2	7	3	0	1	1	amazon.com	20070102	1	3.38
14442116	99	1	2	7	3	0	1	1	amazon.com	20070102	1	10.2
14521029	99	3	3	11	6	1	1	0	amazon.com	20070102	1	0.52
14521029	99	3	3	11	6	1	1	0	amazon.com	20070102	1	1.65
14521029	99	3	3	11	6	1	1	0	amazon.com	20070102	1	2.89
14526161	99	1	4	8	5	1	1	0	barnesandnoble.com	20070102	1	29.95
14530124	99	1	1	9	5	0	1	0	amazon.com	20070102	1	16.32
14530124	99	1	1	9	5	0	1	0	amazon.com	20070102	1	11.67
14530124	99	1	1	9	5	0	1	0	amazon.com	20070102	1	16.29
14530124	99	1	1	9	5	0	1	0	amazon.com	20070102	1	11.67
14559596	99	4	2	10	5	1	1	0	barnesandnoble.com	20070102	1	4.5
14559596	99	4	2	10	5	1	1	0	barnesandnoble.com	20070102	1	4.5
14559596	99	4	2	10	5	1	1	0	barnesandnoble.com	20070102	1	4.5
14559596	99	4	2	10	5	1	1	0	barnesandnoble.com	20070102	1	4.5
14559596	99	4	2	10	5	1	1	0	barnesandnoble.com	20070102	1	7.18
14573280	99	1	3	11	1	1	1	0	amazon.com	20070102	1	14.5
14573280	99	1	3	11	1	1	1	0	amazon.com	20070102	1	21.19
14587812	5	4	2	10	6	0	1	0	amazon.com	20070102	1	7.99
14587812	5	4	2	10	6	0	1	0	amazon.com	20070102	1	7.99
14596145	99	4	2	6	7	0	1	0	amazon.com	20070102	1	10.85
14606799	99	3	4	8	4	1	1	0	barnesandnoble.com	20070102	10	199.9
14691794	99	2	5	9	7	1	1	0	amazon.com	20070102	1	19.95
14691794	99	2	5	9	7	1	1	0	amazon.com	20070102	1	13.45
14691794	99	2	5	9	7	1	1	0	amazon.com	20070102	1	12.37
14691794	99	2	5	9	7	1	1	0	amazon.com	20070102	1	18.95
14705577	99	3	5	7	7	1	1	0	amazon.com	20070102	1	17.13
14705577	99	3	5	7	7	1	1	0	amazon.com	20070102	1	5
14807954	99	4	2	7	1	0	1	0	amazon.com	20070102	1	10.17
14807954	99	4	2	7	1	0	1	0	amazon.com	20070102	1	1.05
14807954	99	4	2	7	1	0	1	0	amazon.com	20070102	1	0.42
14825983	99	3	3	8	1	1	1	0	amazon.com	20070102	1	4.37
14825983	99	3	3	8	1	1	1	0	amazon.com	20070102	1	4.99
14825983	99	3	3	8	1	1	1	0	amazon.com	20070102	1	0.99
14898473	4	1	6	11	5	1	1	0	barnesandnoble.com	20070102	1	12.1
14898473	4	1	6	11	5	1	1	0	barnesandnoble.com	20070102	1	134.1
14960920	99	3	2	6	1	0	1	0	amazon.com	20070102	1	56.95
14960920	99	3	2	6	1	0	1	0	amazon.com	20070102	7	181.65
14960920	99	3	2	6	1	0	1	0	amazon.com	20070102	14	363.3
15051798	99	1	3	6	6	1	1	1	amazon.com	20070102	1	1.92
15051798	99	1	3	6	6	1	1	1	amazon.com	20070102	1	4.85
15259931	99	3	3	5	4	1	1	0	barnesandnoble.com	20070102	1	12.99
15278860	99	4	6	8	7	1	1	0	amazon.com	20070102	1	2
15307262	99	1	3	8	5	1	1	0	amazon.com	20070102	1	5.44
15307262	99	1	3	8	5	1	1	0	amazon.com	20070102	1	16.78
15307262	99	1	3	8	5	1	1	0	amazon.com	20070102	1	33.95
15361806	99	3	5	5	5	1	1	0	amazon.com	20070102	1	22.1
15361806	99	3	5	5	5	1	1	0	amazon.com	20070102	1	15.55
15361806	99	3	5	5	5	1	1	0	amazon.com	20070102	1	69.85
15361806	99	3	5	5	5	1	1	0	amazon.com	20070102	1	25
15395926	2	4	4	2	1	1	1	0	amazon.com	20070102	1	26.4
15456085	99	2	5	9	4	1	1	0	amazon.com	20070102	1	65.25
15456085	99	2	5	9	4	1	1	0	amazon.com	20070102	1	60
15456085	99	2	5	9	4	1	1	0	amazon.com	20070102	1	22.95
15456085	99	2	5	9	4	1	1	0	amazon.com	20070102	1	39.95
15456085	99	2	5	9	4	1	1	0	amazon.com	20070102	1	100.94
15456085	99	2	5	9	4	1	1	0	amazon.com	20070102	1	31.94
15456085	99	2	5	9	4	1	1	0	amazon.com	20070102	1	51.88
15461534	5	4	3	7	6	1	1	0	amazon.com	20070102	1	49.96
15478818	99	3	4	8	4	1	1	0	amazon.com	20070102	1	11.99
15487259	99	2	1	9	6	0	1	0	amazon.com	20070102	1	45.59
15487259	99	2	1	9	6	0	1	0	amazon.com	20070102	1	49.95
15495503	99	3	2	9	7	0	1	0	amazon.com	20070102	1	22.08
15502916	99	3	2	6	1	0	1	0	amazon.com	20070102	1	11.66
15502916	99	3	2	6	1	0	1	0	amazon.com	20070102	1	16.47
15512093	99	1	3	8	7	1	1	0	amazon.com	20070102	1	22.95
15558902	99	3	2	10	7	0	1	0	amazon.com	20070102	1	10.2
15660394	4	4	6	8	6	1	1	0	amazon.com	20070102	1	49.4
15660394	4	4	6	8	6	1	1	0	amazon.com	20070102	1	63
15673957	2	4	3	9	4	1	3	0	amazon.com	20070102	1	5.95
10320198	99	2	2	5	1	1	1	0	amazon.com	20070103	1	1.99
10730454	99	1	2	7	7	1	1	0	amazon.com	20070103	1	13.57
11435661	99	3	3	5	5	0	2	0	amazon.com	20070103	1	16.49
11435661	99	3	3	5	5	0	2	0	amazon.com	20070103	1	10.61
11435661	99	3	3	5	5	0	2	0	amazon.com	20070103	1	9.97
11443031	4	1	2	11	4	1	1	0	amazon.com	20070103	1	9.6
11445080	99	2	2	9	5	1	1	0	amazon.com	20070103	1	85.2
11502308	99	3	1	11	3	0	1	0	amazon.com	20070103	2	1.48
11623782	99	2	2	5	5	0	1	0	amazon.com	20070103	1	6.99
12022004	99	3	2	7	7	1	1	0	amazon.com	20070103	1	47.95
12570828	99	1	6	11	6	1	1	0	amazon.com	20070103	1	0.49
12570828	99	1	6	11	6	1	1	0	amazon.com	20070103	1	5.98
12632762	4	2	4	7	5	1	1	1	amazon.com	20070103	1	10.5
12632762	4	2	4	7	5	1	1	1	amazon.com	20070103	1	22.5
12634967	99	1	2	6	6	0	1	1	barnesandnoble.com	20070103	1	6.29
12634967	99	1	2	6	6	0	1	1	barnesandnoble.com	20070103	1	8.99
12634967	99	1	2	6	6	0	1	1	barnesandnoble.com	20070103	1	1.8
12634967	99	1	2	6	6	0	1	1	barnesandnoble.com	20070103	1	1.8
12634967	99	1	2	6	6	0	1	1	barnesandnoble.com	20070103	1	5.35
12658190	99	1	3	11	7	1	1	0	amazon.com	20070103	1	10.61
12658190	99	1	3	11	7	1	1	0	amazon.com	20070103	1	7.95
12658190	99	1	3	11	7	1	1	0	amazon.com	20070103	1	7
12718243	99	3	2	10	1	0	1	0	amazon.com	20070103	1	37.95
12718243	99	3	2	10	1	0	1	0	amazon.com	20070103	1	42.33
12718243	99	3	2	10	1	0	1	0	amazon.com	20070103	1	20.5
12842811	99	3	2	6	3	0	1	1	barnesandnoble.com	20070103	1	6.29
12889073	4	2	3	6	4	1	1	0	amazon.com	20070103	1	14.37
12947897	99	3	3	9	6	1	1	0	amazon.com	20070103	1	15
12951830	4	3	3	8	7	1	1	0	amazon.com	20070103	1	27.74
12982854	99	3	3	3	7	1	1	0	amazon.com	20070103	1	61.3
13133797	99	1	2	3	1	0	1	0	amazon.com	20070103	1	5.49
13133797	99	1	2	3	1	0	1	0	amazon.com	20070103	1	10.61
13133797	99	1	2	3	1	0	1	0	amazon.com	20070103	1	19.77
13137513	2	2	6	7	7	1	1	1	amazon.com	20070103	1	17.13
13386091	2	4	6	10	6	1	1	0	barnesandnoble.com	20070103	1	12.97
13403362	99	3	3	5	5	1	1	1	amazon.com	20070103	2	49.7
13403362	99	3	3	5	5	1	1	1	amazon.com	20070103	1	16.47
13431105	2	3	6	8	7	1	1	0	amazon.com	20070103	1	8.51
13444479	99	3	3	7	5	1	2	0	amazon.com	20070103	1	39.95
13444479	99	3	3	7	5	1	2	0	amazon.com	20070103	1	52
13444479	99	3	3	7	5	1	2	0	amazon.com	20070103	1	40
13492644	4	4	2	8	6	0	1	0	amazon.com	20070103	1	14.16
13524332	99	4	2	7	5	1	1	0	amazon.com	20070103	1	12.18
13602443	4	2	4	9	3	1	1	0	barnesandnoble.com	20070103	1	11.95
13602443	4	2	4	9	3	1	1	0	barnesandnoble.com	20070103	1	6.47
13602443	4	2	4	9	3	1	1	0	barnesandnoble.com	20070103	1	5.97
13691087	99	2	6	5	5	1	1	1	amazon.com	20070103	1	8.97
13691087	99	2	6	5	5	1	1	1	amazon.com	20070103	1	39.95
13691087	99	2	6	5	5	1	1	1	amazon.com	20070103	1	49.95
13814172	99	3	3	5	7	1	1	0	amazon.com	20070103	1	64.02
13814172	99	3	3	5	7	1	1	0	amazon.com	20070103	1	37.99
13816817	2	3	2	5	4	0	1	0	amazon.com	20070103	1	10.64
13816817	2	3	2	5	4	0	1	0	amazon.com	20070103	1	14.95
13816817	2	3	2	5	4	0	1	0	amazon.com	20070103	1	10.19
13833726	99	3	3	4	3	1	1	0	amazon.com	20070103	1	4.74
13833726	99	3	3	4	3	1	1	0	amazon.com	20070103	1	11.5
13833726	99	3	3	4	3	1	1	0	amazon.com	20070103	1	11.5
13912224	4	3	4	8	5	1	1	0	amazon.com	20070103	1	10.19
13912224	4	3	4	8	5	1	1	0	amazon.com	20070103	1	11.67
14063717	99	1	2	10	7	0	1	0	amazon.com	20070103	2	18.62
14329414	2	3	2	9	6	0	1	0	amazon.com	20070103	1	33.26
14329414	2	3	2	9	6	0	1	0	amazon.com	20070103	1	30.99
14329414	2	3	2	9	6	0	1	0	amazon.com	20070103	1	24.26
14329414	2	3	2	9	6	0	1	0	amazon.com	20070103	1	29.95
14329414	2	3	2	9	6	0	1	0	amazon.com	20070103	1	44.95
14329414	2	3	2	9	6	0	1	0	amazon.com	20070103	1	38.95
14335147	99	1	4	5	5	1	1	0	amazon.com	20070103	1	44.7
14335147	99	1	4	5	5	1	1	0	amazon.com	20070103	1	27.8
14335147	99	1	4	5	5	1	1	0	amazon.com	20070103	1	100.89
14380844	99	2	5	8	5	1	1	0	amazon.com	20070103	1	12.99
14388722	99	4	5	6	5	1	1	0	amazon.com	20070103	1	12.24
14398862	99	1	4	4	1	0	1	0	amazon.com	20070103	1	11.53
14410967	99	2	4	7	4	1	1	0	amazon.com	20070103	1	3.9
14410967	99	2	4	7	4	1	1	0	amazon.com	20070103	1	3.89
14411385	1	1	2	6	1	0	1	0	barnesandnoble.com	20070103	1	12.55
14411385	1	1	2	6	1	0	1	0	barnesandnoble.com	20070103	1	4.49
14411385	1	1	2	6	1	0	1	0	barnesandnoble.com	20070103	1	4.49
14411385	1	1	2	6	1	0	1	0	barnesandnoble.com	20070103	1	4.49
14423944	99	3	3	7	4	1	1	0	amazon.com	20070103	1	17.99
14423944	99	3	3	7	4	1	1	0	amazon.com	20070103	1	4.95
14423944	99	3	3	7	4	1	1	0	amazon.com	20070103	1	10.88
14427132	99	2	2	10	2	1	1	0	barnesandnoble.com	20070103	1	18.1
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	1.35
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	2.12
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	4.98
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	1
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	1.29
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	5
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	2.45
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	5.1
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	1.08
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	4
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	0.1
14440060	99	3	4	10	7	1	1	0	amazon.com	20070103	1	3.46
14478121	99	1	4	8	5	1	1	1	amazon.com	20070103	1	9.4
14478121	99	1	4	8	5	1	1	1	amazon.com	20070103	1	3.95
14478121	99	1	4	8	5	1	1	1	amazon.com	20070103	1	3.55
14494402	99	3	2	8	5	0	1	0	amazon.com	20070103	1	89
14528328	99	2	2	9	7	1	1	0	amazon.com	20070103	1	15.63
14528328	99	2	2	9	7	1	1	0	amazon.com	20070103	1	11.2
14563734	99	3	5	5	7	1	1	1	barnesandnoble.com	20070103	1	82.95
14597656	99	3	2	11	1	0	1	0	amazon.com	20070103	1	6.95
14630526	99	2	4	9	3	1	1	0	barnesandnoble.com	20070103	1	6.29
14630526	99	2	4	9	3	1	1	0	barnesandnoble.com	20070103	1	6.27
14657804	99	1	5	10	1	1	1	0	amazon.com	20070103	1	17.22
14657804	99	1	5	10	1	1	1	0	amazon.com	20070103	1	18.99
14657804	99	1	5	10	1	1	1	0	amazon.com	20070103	1	16.49
14698489	2	3	2	9	1	0	1	0	amazon.com	20070103	1	10
14717268	99	2	5	8	3	1	1	0	amazon.com	20070103	1	20.8
14837828	99	2	4	7	7	1	1	0	amazon.com	20070103	1	17.95
14846250	1	1	3	7	6	1	1	0	amazon.com	20070103	1	79.29
14919786	2	3	4	8	1	1	1	0	amazon.com	20070103	1	3
14944848	99	1	3	8	6	1	1	0	amazon.com	20070103	1	17.91
14990727	4	1	5	7	5	1	3	0	amazon.com	20070103	1	6.99
14990727	4	1	5	7	5	1	3	0	amazon.com	20070103	1	7.99
14990727	4	1	5	7	5	1	3	0	amazon.com	20070103	1	54.95
14991933	99	3	2	5	7	0	1	0	barnesandnoble.com	20070103	1	7.99
14991933	99	3	2	5	7	0	1	0	barnesandnoble.com	20070103	1	1
